Unit#,Jurisdiction,Unit Type,Assigned Station,Assigned Beat,Display in USM,Unit Status,Cross Staffing
1011,WA0310000: Snohomish County Sheriff's Office,Custody Transport Officer,,,TRUE,Off Shift,
10A1,WA0310000: Snohomish County Sheriff's Office,Sheriff,,SONORTH,TRUE,Off Shift,
10A10,WA0310000: Snohomish County Sheriff's Office,Captain,,,TRUE,Off Shift,
10A11,WA0310000: Snohomish County Sheriff's Office,Captain,,,TRUE,Off Shift,
10A2,WA0310000: Snohomish County Sheriff's Office,Undersheriff,,SOSOUTH,TRUE,Off Shift,
10A3,WA0310000: Snohomish County Sheriff's Office,Bureau Chief,,SONORTH,TRUE,Off Shift,
10A4,WA0310000: Snohomish County Sheriff's Office,Bureau Chief,,,TRUE,Off Shift,
10A5,WA0310000: Snohomish County Sheriff's Office,Bureau Chief,,SONORTH,TRUE,Off Shift,
10A6,WA0310000: Snohomish County Sheriff's Office,Bureau Chief,,SONORTH,TRUE,Off Shift,
10A7,WA0310000: Snohomish County Sheriff's Office,Major,,SONORTH,TRUE,Off Shift,
10A8,WA0310000: Snohomish County Sheriff's Office,Captain,,SONORTH,TRUE,Off Shift,
10A9,WA0310000: Snohomish County Sheriff's Office,Major,,,TRUE,Off Shift,
10I1,WA0310000: Snohomish County Sheriff's Office,Chief,,SOSOUTH,TRUE,Off Shift,
10I9,WA0310000: Snohomish County Sheriff's Office,Sergeant,,SOSOUTH,TRUE,Off Shift,
10J1,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J10,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J11,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J12,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J13,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J14,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J15,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J16,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J17,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J18,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J19,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J2,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J20,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J3,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J4,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J5,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J6,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J7,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J8,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10J9,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,,TRUE,Off Shift,
10U1,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U10,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U2,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U3,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U4,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U5,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U6,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U7,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U8,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10U9,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10V,WA0310000: Snohomish County Sheriff's Office,Volunteer,,SONORTH,TRUE,Off Shift,
10X1,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,SOSOUTH,TRUE,Off Shift,
10X11,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SOEAST,TRUE,Off Shift,
10X14,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,,TRUE,Off Shift,
10X15,WA0310000: Snohomish County Sheriff's Office,Detective,,,TRUE,Off Shift,
10X2,WA0310000: Snohomish County Sheriff's Office,Sergeant,,SONORTH,TRUE,Off Shift,
10X21,WA0310000: Snohomish County Sheriff's Office,Detective,,SONORTH,TRUE,Off Shift,
10X22,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
10X3,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,,TRUE,Off Shift,
10X33,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SOSOUTH,TRUE,Off Shift,
10X4,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,,TRUE,Off Shift,
10X5,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,SOEAST,TRUE,Off Shift,
10X6,WA0310000: Snohomish County Sheriff's Office,Lieutenant,,SOSOUTH,TRUE,Off Shift,
10X60,WA0310000: Snohomish County Sheriff's Office,Sergeant,,SONORTH,TRUE,Off Shift,
10X61,WA0310000: Snohomish County Sheriff's Office,Sergeant,,,TRUE,Off Shift,
10X80,WA0310000: Snohomish County Sheriff's Office,Special Patrol Assignment,,SOEAST,TRUE,Off Shift,
11A1,WA0311100: Granite Falls Police Department,Chief,,GRF,TRUE,Off Shift,
11A2,WA0311100: Granite Falls Police Department,Sergeant,,GRF,TRUE,Off Shift,
11A3,WA0311100: Granite Falls Police Department,Sergeant,,GRF,TRUE,Off Shift,
11D4,WA0311100: Granite Falls Police Department,Patrol,,GRF,TRUE,Off Shift,
11D5,WA0311100: Granite Falls Police Department,Patrol,,GRF,TRUE,Off Shift,
11D6,WA0311100: Granite Falls Police Department,Patrol,,GRF,TRUE,Off Shift,
11I1,WA0311100: Granite Falls Police Department,Detective,,GRF,TRUE,Off Shift,
11I2,WA0311100: Granite Falls Police Department,Detective,,GRF,TRUE,Off Shift,
11N4,WA0311100: Granite Falls Police Department,Patrol,,GRF,TRUE,Off Shift,
11N5,WA0311100: Granite Falls Police Department,Patrol,,GRF,TRUE,Off Shift,
11N6,WA0311100: Granite Falls Police Department,Patrol,,GRF,TRUE,Off Shift,
11O1,WA0311100: Granite Falls Police Department,Special Patrol Assignment,,SONORTH,TRUE,Off Shift,
11O2,WA0311100: Granite Falls Police Department,Special Patrol Assignment,,SONORTH,TRUE,Off Shift,
11R4,WA0311100: Granite Falls Police Department,Patrol,,GRF,TRUE,Off Shift,
11R5,WA0311100: Granite Falls Police Department,Patrol,,GRF,TRUE,Off Shift,
11S14,WA0311100: Granite Falls Police Department,Sergeant,,GRF,TRUE,Off Shift,
11S15,WA0311100: Granite Falls Police Department,Sergeant,,GRF,TRUE,Off Shift,
1230,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1231,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1232,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1233,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1234,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1235,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1236,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1237,WA0311200: Monroe Police Department,Proactive Unit,,MONB,TRUE,Off Shift,
1238,WA0311200: Monroe Police Department,Special Patrol Assignment,,MONSPECIAL,TRUE,Off Shift,
1239,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1240,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1241,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1242,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1243,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1244,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1245,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1246,WA0311200: Monroe Police Department,K9,,MONB,TRUE,Off Shift,
1247,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1248,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1249,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1250,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1251,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1252,WA0311200: Monroe Police Department,Patrol,,MONSPECIAL,TRUE,Off Shift,
1253,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1254,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1255,WA0311200: Monroe Police Department,Patrol,,MONC,TRUE,Off Shift,
1256,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1257,WA0311200: Monroe Police Department,Patrol,,MONB,TRUE,Off Shift,
1295,WA0311200: Monroe Police Department,Code Enforcement Officer,,MONROVER,TRUE,Off Shift,
12A1,WA0311200: Monroe Police Department,Chief,,MONADMIN,TRUE,Off Shift,
12A2,WA0311200: Monroe Police Department,Deputy Chief,,MONADMIN,TRUE,Off Shift,
12A3,WA0311200: Monroe Police Department,Commander,,MONADMIN,TRUE,Off Shift,
12A4,WA0311200: Monroe Police Department,Commander,,MONADMIN,TRUE,Off Shift,
12C99,WA0311200: Monroe Police Department,Code Enforcement Officer,,MONSPECIAL,TRUE,Off Shift,
12I37,WA0311200: Monroe Police Department,Detective,,MONDET,TRUE,Off Shift,
12I40,WA0311200: Monroe Police Department,Detective,,MONDET,TRUE,Off Shift,
12I42,WA0311200: Monroe Police Department,Detective,,MONDET,TRUE,Off Shift,
12I43,WA0311200: Monroe Police Department,Detective,,SOSOUTH,TRUE,Off Shift,
12I45,WA0311200: Monroe Police Department,Detective,,MONDET,TRUE,Off Shift,
12I49,WA0311200: Monroe Police Department,Detective,,MONDET,TRUE,Off Shift,
12I54,WA0311200: Monroe Police Department,Detective,,MONSPECIAL,TRUE,Off Shift,
12I56,WA0311200: Monroe Police Department,Detective,,MONDET,TRUE,Off Shift,
12K99,WA0311200: Monroe Police Department,K9,,MONB,TRUE,Off Shift,
12O16,WA0311200: Monroe Police Department,Proactive Unit,,MONB,TRUE,Off Shift,
12S10,WA0311200: Monroe Police Department,Patrol Sergeant,,MONSGT,TRUE,Off Shift,
12S11,WA0311200: Monroe Police Department,Patrol Sergeant,,MONSGT,TRUE,Off Shift,
12S12,WA0311200: Monroe Police Department,Patrol Sergeant,,MONSGT,TRUE,Off Shift,
12S13,WA0311200: Monroe Police Department,Patrol Sergeant,,MONSGT,TRUE,Off Shift,
12S14,WA0311200: Monroe Police Department,Detective Sergeant,,MONSGT,TRUE,Off Shift,
12S15,WA0311200: Monroe Police Department,Patrol Sergeant,,MONSGT,TRUE,Off Shift,
12S16,WA0311200: Monroe Police Department,Special Patrol Assignment,,MONSGT,TRUE,Off Shift,
12S18,WA0311200: Monroe Police Department,Patrol Sergeant,,MONSGT,TRUE,Off Shift,
12S19,WA0311200: Monroe Police Department,Patrol Sergeant,,MONSGT,TRUE,Off Shift,
12S20,WA0311200: Monroe Police Department,Patrol Sergeant,,MONSGT,TRUE,Off Shift,
12SK91,WA0311200: Monroe Police Department,Sergeant,,,TRUE,Off Shift,
12SK99,WA0311200: Monroe Police Department,Sergeant,,MON001,TRUE,Off Shift,
12T32,WA0311200: Monroe Police Department,Traffic Unit,,MONTRAFFIC,TRUE,Off Shift,
12T44,WA0311200: Monroe Police Department,Traffic Unit,,MONTRAFFIC,TRUE,Off Shift,
12T54,WA0311200: Monroe Police Department,Traffic Unit,,MONTRAFFIC,TRUE,Off Shift,
12V1,WA0311200: Monroe Police Department,Chaplain,,,TRUE,Off Shift,
12V2,WA0311200: Monroe Police Department,Chaplain,,MONSPECIAL,TRUE,Off Shift,
12V3,WA0311200: Monroe Police Department,Chaplain,,,TRUE,Off Shift,
12V35,WA0311200: Monroe Police Department,Citizens Patrol,,,TRUE,Off Shift,
12V36,WA0311200: Monroe Police Department,Citizens Patrol,,,TRUE,Off Shift,
12V37,WA0311200: Monroe Police Department,Citizens Patrol,,,TRUE,Off Shift,
12V38,WA0311200: Monroe Police Department,Citizens Patrol,,,TRUE,Off Shift,
12V39,WA0311200: Monroe Police Department,Citizens Patrol,,,TRUE,Off Shift,
12V4,WA0311200: Monroe Police Department,Chaplain,,,TRUE,Off Shift,
12V40,WA0311200: Monroe Police Department,Citizens Patrol,,,TRUE,Off Shift,
12V5,WA0311200: Monroe Police Department,Chaplain,,,TRUE,Off Shift,
12V6,WA0311200: Monroe Police Department,Chaplain,,,TRUE,Off Shift,
12X72,WA0311200: Monroe Police Department,Records Desk,,,FALSE,Off Shift,
12X90,WA0311200: Monroe Police Department,Records Desk,,,FALSE,Off Shift,
12X91,WA0311200: Monroe Police Department,Records Desk,,MONSPECIAL,FALSE,Off Shift,
12X92,WA0311200: Monroe Police Department,Records Desk,,MONSPECIAL,FALSE,Off Shift,
12X93,WA0311200: Monroe Police Department,Records Desk,,MONSPECIAL,FALSE,Off Shift,
12X94,WA0311200: Monroe Police Department,Records Desk,,MONSPECIAL,FALSE,Off Shift,
12X95,WA0311200: Monroe Police Department,Records Desk,,,FALSE,Off Shift,
12X96,WA0311200: Monroe Police Department,Records Desk,,,FALSE,Off Shift,
12X97,WA0311200: Monroe Police Department,Records Desk,,,FALSE,Off Shift,
12X98,WA0311200: Monroe Police Department,Records Desk,,MONSPECIAL,FALSE,Off Shift,
12Z13,WA0311200: Monroe Police Department,SWAT Unit,,,TRUE,Off Shift,
12Z14,WA0311200: Monroe Police Department,Negotiator,,,TRUE,Off Shift,
12Z33,WA0311200: Monroe Police Department,SWAT Unit,,,TRUE,Off Shift,
12Z35,WA0311200: Monroe Police Department,SWAT Unit,,,TRUE,Off Shift,
12Z37,WA0311200: Monroe Police Department,Negotiator,,,TRUE,Off Shift,
12Z38,WA0311200: Monroe Police Department,Negotiator,,,TRUE,Off Shift,
12Z40,WA0311200: Monroe Police Department,SWAT Unit,,MONSPECIAL,TRUE,Off Shift,
12Z41,WA0311200: Monroe Police Department,SWAT Unit,,MONACT,TRUE,Off Shift,
12Z42,WA0311200: Monroe Police Department,SWAT Unit,,MONSPECIAL,TRUE,Off Shift,
12Z45,WA0311200: Monroe Police Department,SWAT Unit,,MONSPECIAL,TRUE,Off Shift,
12Z47,WA0311200: Monroe Police Department,SWAT Unit,,MONSPECIAL,TRUE,Off Shift,
12Z49,WA0311200: Monroe Police Department,SWAT Unit,,,TRUE,Off Shift,
12Z50,WA0311200: Monroe Police Department,SWAT Unit,,MONSPECIAL,TRUE,Off Shift,
12Z51,WA0311200: Monroe Police Department,SWAT Unit,,MONSPECIAL,TRUE,Off Shift,
12Z52,WA0311200: Monroe Police Department,SWAT Unit,,MONSPECIAL,TRUE,Off Shift,
12Z54,WA0311200: Monroe Police Department,Negotiator,,MONEVENT,TRUE,Off Shift,
12Z55,WA0311200: Monroe Police Department,SWAT Unit,,,TRUE,Off Shift,
12Z56,WA0311200: Monroe Police Department,SWAT Unit,,MONSPECIAL,TRUE,Off Shift,
14A1,WA0311400: Stanwood Police Department,Chief,,STWSPECIAL,TRUE,Off Shift,
14A2,WA0311400: Stanwood Police Department,Assistant Chief,,STWE,TRUE,Off Shift,
14B1,WA0311400: Stanwood Police Department,Patrol,,STWSPECIAL,TRUE,Off Shift,
14B2,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14B9,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14C1,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14C2,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14D1,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14D2,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14D3,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14D9,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14E1,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14E2,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14E3,WA0311400: Stanwood Police Department,Patrol,,STWE,TRUE,Off Shift,
14I1,WA0311400: Stanwood Police Department,Detective,,STWE,TRUE,Off Shift,
14I2,WA0311400: Stanwood Police Department,Detective,,SONORTH,TRUE,Off Shift,
14I4,WA0311400: Stanwood Police Department,Detective,,STWE,TRUE,Off Shift,
14O1,WA0311400: Stanwood Police Department,School Resource Officer,,STWSPECIAL,TRUE,Off Shift,
14O2,WA0311400: Stanwood Police Department,Special Patrol Assignment,,STWE,TRUE,Off Shift,
14O3,WA0311400: Stanwood Police Department,Special Patrol Assignment,,STWE,TRUE,Off Shift,
14O4,WA0311400: Stanwood Police Department,Special Patrol Assignment,,STWE,TRUE,Off Shift,
14O5,WA0311400: Stanwood Police Department,Special Patrol Assignment,,STWE,TRUE,Off Shift,
14O6,WA0311400: Stanwood Police Department,Special Patrol Assignment,,STWE,TRUE,Off Shift,
14O7,WA0311400: Stanwood Police Department,Special Patrol Assignment,,STWE,TRUE,Off Shift,
14O8,WA0311400: Stanwood Police Department,Special Patrol Assignment,,STWE,TRUE,Off Shift,
14O9,WA0311400: Stanwood Police Department,Special Patrol Assignment,,STWE,TRUE,Off Shift,
14REC1,WA0311400: Stanwood Police Department,Records Desk,,STWE,FALSE,Off Shift,
14REC2,WA0311400: Stanwood Police Department,Records Desk,,STWE,FALSE,Off Shift,
14REC3,WA0311400: Stanwood Police Department,Records Desk,,,FALSE,Off Shift,
14S1,WA0311400: Stanwood Police Department,Patrol Sergeant,,STWSPECIAL,TRUE,Off Shift,
14S2,WA0311400: Stanwood Police Department,Detective Sergeant,,STWE,TRUE,Off Shift,
14S3,WA0311400: Stanwood Police Department,Sergeant,,STWE,TRUE,Off Shift,
14V1,WA0311400: Stanwood Police Department,Citizens Patrol,,STWE,TRUE,Off Shift,
15B1,WA0311500: Sultan Police Department,Patrol,,SUL,TRUE,Off Shift,
15B2,WA0311500: Sultan Police Department,Patrol,,SUL,TRUE,Off Shift,
15C1,WA0311500: Sultan Police Department,Patrol,,SUL,TRUE,Off Shift,
15C2,WA0311500: Sultan Police Department,Patrol,,SUL,TRUE,Off Shift,
15D1,WA0311500: Sultan Police Department,Patrol,,SOEAST,TRUE,Off Shift,
15D2,WA0311500: Sultan Police Department,Patrol,,SUL,TRUE,Off Shift,
15E1,WA0311500: Sultan Police Department,Patrol,,SUL,TRUE,Off Shift,
15E2,WA0311500: Sultan Police Department,Patrol,,SUL,TRUE,Off Shift,
15J1,WA0311500: Sultan Police Department,School Resource Officer,,SULSPECIAL,TRUE,Off Shift,
15O1,WA0311500: Sultan Police Department,Special Patrol Assignment,,SUL,TRUE,Off Shift,
15O2,WA0311500: Sultan Police Department,Special Patrol Assignment,,SULEVENT,TRUE,Off Shift,
15O3,WA0311500: Sultan Police Department,Special Patrol Assignment,,SULEVENT,TRUE,Off Shift,
15O4,WA0311500: Sultan Police Department,Special Patrol Assignment,,SULEVENT,TRUE,Off Shift,
15O5,WA0311500: Sultan Police Department,Special Patrol Assignment,,SULEVENT,TRUE,Off Shift,
15O6,WA0311500: Sultan Police Department,Special Patrol Assignment,,SULEVENT,TRUE,Off Shift,
15O7,WA0311500: Sultan Police Department,Special Patrol Assignment,,,TRUE,Off Shift,
15O8,WA0311500: Sultan Police Department,Special Patrol Assignment,,,TRUE,Off Shift,
15O9,WA0311500: Sultan Police Department,Special Patrol Assignment,,,TRUE,Off Shift,
16A1,WA0310100: Arlington Police Department,Chief,,ARLEVENT,TRUE,Off Shift,
16A2,WA0310100: Arlington Police Department,Assistant Chief,,ARLSPECIAL,TRUE,Off Shift,
16A3,WA0310100: Arlington Police Department,Lieutenant,,ARLSPECIAL,TRUE,Off Shift,
16A4,WA0310100: Arlington Police Department,Lieutenant,,ARLSPECIAL,TRUE,Off Shift,
16C1,WA0310100: Arlington Police Department,Code Enforcement Officer,,ARLSPECIAL,TRUE,Off Shift,
16C2,WA0310100: Arlington Police Department,Code Enforcement Officer,,ARLSPECIAL,TRUE,Off Shift,
16D1,WA0310100: Arlington Police Department,Patrol,,ARLN,TRUE,Off Shift,
16D2,WA0310100: Arlington Police Department,Patrol,,ARLC,TRUE,Off Shift,
16D3,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16D4,WA0310100: Arlington Police Department,Patrol,,ARLN,TRUE,Off Shift,
16D5,WA0310100: Arlington Police Department,Patrol,,ARLC,TRUE,Off Shift,
16D6,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16D7,WA0310100: Arlington Police Department,Patrol,,ARLN,TRUE,Off Shift,
16D8,WA0310100: Arlington Police Department,Patrol,,ARLC,TRUE,Off Shift,
16D9,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16I1,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16I2,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16I3,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16I4,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16I5,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16I6,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16I7,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16I8,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16I9,WA0310100: Arlington Police Department,Detective,,ARLSPECIAL,TRUE,Off Shift,
16N1,WA0310100: Arlington Police Department,Patrol,,ARLN,TRUE,Off Shift,
16N2,WA0310100: Arlington Police Department,Patrol,,ARLC,TRUE,Off Shift,
16N3,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16N4,WA0310100: Arlington Police Department,Patrol,,ARLN,TRUE,Off Shift,
16N5,WA0310100: Arlington Police Department,Patrol,,ARLC,TRUE,Off Shift,
16N6,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16N7,WA0310100: Arlington Police Department,Patrol,,ARLN,TRUE,Off Shift,
16N8,WA0310100: Arlington Police Department,Patrol,,ARLC,TRUE,Off Shift,
16N9,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16O1,WA0310100: Arlington Police Department,School Resource Officer,,ARLSPECIAL,TRUE,Off Shift,
16O2,WA0310100: Arlington Police Department,Off Duty Unit,,ARLSPECIAL,TRUE,Off Shift,
16O3,WA0310100: Arlington Police Department,Off Duty Unit,,ARLSPECIAL,TRUE,Off Shift,
16O4,WA0310100: Arlington Police Department,Off Duty Unit,,ARLSPECIAL,TRUE,Off Shift,
16O5,WA0310100: Arlington Police Department,Off Duty Unit,,ARLSPECIAL,TRUE,Off Shift,
16O6,WA0310100: Arlington Police Department,Off Duty Unit,,ARLSPECIAL,TRUE,Off Shift,
16O7,WA0310100: Arlington Police Department,Off Duty Unit,,ARLSPECIAL,TRUE,Off Shift,
16O8,WA0310100: Arlington Police Department,Off Duty Unit,,ARLSPECIAL,TRUE,Off Shift,
16O9,WA0310100: Arlington Police Department,Off Duty Unit,,ARLSPECIAL,TRUE,Off Shift,
16R1,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16R2,WA0310100: Arlington Police Department,Patrol,,ARLROVER,TRUE,Off Shift,
16R3,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16R4,WA0310100: Arlington Police Department,Patrol,,ARLS,TRUE,Off Shift,
16R5,WA0310100: Arlington Police Department,Patrol,,ARLC,TRUE,Off Shift,
16R6,WA0310100: Arlington Police Department,Patrol,,ARLROVER,TRUE,Off Shift,
16R7,WA0310100: Arlington Police Department,Patrol,,ARLROVER,TRUE,Off Shift,
16R8,WA0310100: Arlington Police Department,Patrol,,ARLROVER,TRUE,Off Shift,
16R9,WA0310100: Arlington Police Department,Patrol,,ARLROVER,TRUE,Off Shift,
16REC1,WA0310100: Arlington Police Department,Records Desk,,,FALSE,Off Shift,
16REC2,WA0310100: Arlington Police Department,Records Desk,,,FALSE,Off Shift,
16REC3,WA0310100: Arlington Police Department,Records Desk,,,FALSE,Off Shift,
16REC4,WA0310100: Arlington Police Department,Records Desk,,,FALSE,Off Shift,
16REC5,WA0310100: Arlington Police Department,Records Desk,,,FALSE,Off Shift,
16REC6,WA0310100: Arlington Police Department,Records Desk,,,FALSE,Off Shift,
16REC7,WA0310100: Arlington Police Department,Records Desk,,,FALSE,Off Shift,
16REC8,WA0310100: Arlington Police Department,Records Desk,,,FALSE,Off Shift,
16S10,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S11,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S12,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S13,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S14,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S15,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S20,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S21,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S22,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S23,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S24,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S25,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16S30,WA0310100: Arlington Police Department,Patrol Sergeant,,ARLSPECIAL,TRUE,Off Shift,
16T1,WA0310100: Arlington Police Department,Traffic Unit,,SOEAST,TRUE,Off Shift,
16T2,WA0310100: Arlington Police Department,Traffic Unit,,ARLROVER,TRUE,Off Shift,
16T3,WA0310100: Arlington Police Department,Traffic Unit,,ARLS,TRUE,Off Shift,
16T4,WA0310100: Arlington Police Department,Traffic Unit,,ARLTRAFFIC,TRUE,Off Shift,
16T5,WA0310100: Arlington Police Department,Traffic Unit,,ARLTRAFFIC,TRUE,Off Shift,
16T6,WA0310100: Arlington Police Department,Traffic Unit,,ARLTRAFFIC,TRUE,Off Shift,
16T7,WA0310100: Arlington Police Department,Traffic Unit,,ARLTRAFFIC,TRUE,Off Shift,
16T8,WA0310100: Arlington Police Department,Traffic Unit,,ARLTRAFFIC,TRUE,Off Shift,
16T9,WA0310100: Arlington Police Department,Traffic Unit,,ARLTRAFFIC,TRUE,Off Shift,
