Unit#,Jurisdiction,Unit Type,Assigned Station,Assigned Beat,Display in USM,Unit Status,Cross Staffing
SO1461,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1463,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1464,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1465,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1467,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1468,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1469,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1471,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1472,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1473,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1476,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1478,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1479,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1480,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1481,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1482,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1485,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1488,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEVENT,TRUE,Off Shift,
SO1489,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1490,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1492,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1493,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1494,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1496,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1497,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1499,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO15,31D01: South Snohomish County Fire and Rescue,Safety Officer,SSCFR-HQ,,TRUE,Off Shift,
SO1501,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1502,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1504,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1505,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1506,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1508,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1509,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1510,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1511,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1512,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1513,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1514,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1516,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1517,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1518,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1519,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1521,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1522,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1523,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1524,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1526,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1528,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1529,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1530,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1531,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1532,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1533,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1534,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEVENT,TRUE,Off Shift,
SO1535,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1536,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1537,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1538,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1539,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1540,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1542,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1543,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1545,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1547,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1548,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1549,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1550,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1551,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1552,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1553,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1554,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1555,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1556,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1557,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1558,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1561,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1563,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1564,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1565,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1566,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1567,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1568,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,UNVERIFIED,TRUE,Off Shift,
SO1569,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1570,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1571,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1572,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1573,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1576,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1577,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1578,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1579,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1580,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1581,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1582,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1583,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1584,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1585,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1586,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1587,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1588,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1589,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1590,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1591,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1592,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1594,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1595,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1596,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1597,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1598,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1599,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1600,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1601,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1602,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1603,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1604,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1605,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1606,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1607,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1608,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1609,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1610,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1611,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1612,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1613,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1614,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1615,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1616,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1617,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1618,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1619,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1620,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1621,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1623,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1624,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1625,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1626,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1627,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1628,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1629,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1630,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1631,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1632,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1633,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1634,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1635,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1636,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1637,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1638,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1639,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1640,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1641,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1642,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1643,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1644,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1645,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1646,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1647,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1648,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1650,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1651,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1652,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1653,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1654,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1655,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1656,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1657,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1658,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1659,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1660,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1662,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1663,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1664,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1665,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1666,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1667,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1668,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1669,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1670,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1671,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1672,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1673,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1674,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1675,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1676,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1677,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1678,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1679,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1680,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1681,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1682,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1683,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1684,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1685,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1686,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1687,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1688,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1689,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1690,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1691,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1692,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1693,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1694,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1695,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1696,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1697,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1698,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1699,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1700,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1701,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1702,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1703,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1704,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1705,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1706,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1707,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1708,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1709,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1710,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1711,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1712,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1713,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1714,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1715,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1716,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1717,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1719,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1720,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1721,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1722,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1723,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1724,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1725,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1726,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1727,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1728,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1729,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1730,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1731,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1732,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1733,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1734,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1735,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1736,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1737,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1738,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1739,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1740,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1741,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SONORTH,TRUE,Off Shift,
SO1742,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1743,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOEAST,TRUE,Off Shift,
SO1744,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
SO1745,WA0310000: Snohomish County Sheriff's Office,Off Duty Unit,,SOSOUTH,TRUE,Off Shift,
