AC0427,"STA 31,STA 32,STA 51,KC STA 66,STA 75,STA 41,STA 42,STA 74,STA 43,STA 71,KC STA 35,STA 82,STA 53,STA 73,KC STA 31,STA 54,STA 83,KC STA 42,STA 2,STA 72,STA 1,STA 13,STA 77,STA 85,STA 68,STA 91,STA 5,STA 12,STA 81,STA 6"
AC0428,"STA 31,STA 32,STA 51,KC STA 66,STA 53,STA 54,STA 75,STA 41,STA 42,STA 74,STA 43,STA 71,KC STA 35,STA 82,STA 73,KC STA 31,KC STA 42,STA 2,STA 1,STA 55,STA 72,STA 83,STA 13,STA 77,STA 85,STA 5,STA 68,STA 91,STA 81,KC STA 44,STA 12"
AC0429,"STA 31,STA 32,STA 51,KC STA 66,STA 53,STA 54,STA 75,STA 41,STA 42,STA 74,STA 43,STA 71,KC STA 35,STA 82,STA 73,KC STA 31,KC STA 42,STA 2,STA 55,STA 1,STA 72,STA 83,STA 13,STA 77,STA 85,STA 5,STA 68,STA 91,STA 81,KC STA 44,STA 12"
AC0521,"STA 31,STA 32,STA 41,STA 43,STA 74,STA 75,STA 71,STA 51,STA 42,KC STA 31,STA 83,STA 82,STA 73,KC STA 66,STA 77,STA 13,KC STA 42,STA 72,STA 2,STA 1,KC STA 35,STA 12,STA 68,STA 91,STA 53,KC STA 44,STA 76,STA 81,STA 7,STA 22,KC STA 45"
AC0522,"STA 31,STA 32,STA 41,STA 43,STA 74,STA 75,STA 71,STA 51,STA 82,KC STA 31,STA 83,STA 42,STA 13,STA 73,STA 77,KC STA 66,KC STA 42,STA 72,STA 2,STA 1,STA 12,KC STA 35,STA 68,STA 91,KC STA 44,STA 76,STA 7,STA 81,STA 5,STA 53,STA 22"
AC0523,"STA 31,STA 32,STA 41,STA 43,STA 74,STA 51,STA 42,STA 75,STA 71,KC STA 31,STA 82,KC STA 66,STA 73,STA 83,STA 2,STA 13,STA 1,STA 53,KC STA 42,STA 72,STA 77,STA 68,STA 54,STA 91,STA 81,STA 5,STA 12,STA 6,KC STA 44,KC STA 35,STA 11"
AC0524,"STA 31,STA 32,STA 74,STA 41,STA 51,STA 42,KC STA 66,STA 43,STA 75,STA 71,STA 82,STA 73,STA 53,KC STA 31,STA 72,STA 83,STA 13,STA 54,KC STA 42,STA 2,STA 77,STA 1,STA 85,KC STA 35,STA 68,STA 91,STA 22,KC STA 44,STA 81,STA 6,KC STA 45,STA 55"
AC0525,"STA 31,STA 32,STA 51,STA 74,STA 41,STA 42,STA 75,KC STA 66,STA 71,STA 43,STA 53,STA 82,KC STA 31,STA 73,STA 54,STA 83,STA 2,KC STA 42,STA 1,STA 85,STA 77,STA 72,KC STA 35,STA 13,STA 68,STA 91,STA 5,KC STA 44,STA 12,STA 6,STA 81"
AC0526C,"STA 31,STA 32,STA 51,STA 41,STA 74,STA 42,STA 75,STA 43,STA 53,STA 71,STA 54,STA 82,STA 73,KC STA 31,STA 83,STA 1,STA 72,STA 2,STA 13,KC STA 42,STA 85,STA 77,KC STA 35,STA 68,STA 91,STA 5,KC STA 44,STA 12,STA 6,STA 81"
AC0526D,"STA 31,STA 32,STA 51,STA 41,STA 53,STA 42,KC STA 66,STA 43,STA 75,STA 74,STA 54,STA 71,STA 82,STA 73,KC STA 31,KC STA 42,STA 83,STA 85,STA 72,STA 2,KC STA 45,STA 1,STA 13,STA 77,KC STA 35"
AC0527,"STA 31,STA 32,STA 51,STA 41,STA 53,STA 42,KC STA 66,STA 43,STA 75,STA 74,STA 54,STA 71,STA 82,STA 73,KC STA 31,KC STA 42,STA 83,STA 85,STA 72,STA 2,STA 1,KC STA 45,STA 13,STA 77,STA 68,STA 81"
AC0527A,"STA 31,STA 32,STA 51,STA 41,STA 42,KC STA 66,STA 43,STA 75,STA 74,STA 53,STA 71,STA 54,STA 82,STA 73,KC STA 31,STA 2,KC STA 42,STA 1,STA 83,STA 72,STA 85,KC STA 45,STA 13,STA 77,STA 68"
AC0527B,"STA 31,STA 32,STA 51,STA 41,STA 42,KC STA 66,STA 43,STA 75,STA 74,STA 53,STA 54,STA 71,STA 82,STA 73,KC STA 31,KC STA 42,STA 83,STA 85,STA 2,STA 72,STA 1,STA 13,STA 77,STA 68"
AC0528,"STA 31,STA 32,STA 51,STA 41,STA 74,STA 42,STA 75,STA 43,STA 53,KC STA 66,STA 71,STA 54,STA 82,STA 73,KC STA 31,STA 83,STA 1,STA 72,STA 2,STA 13,KC STA 42,STA 85,STA 77,KC STA 35,STA 68,STA 91,STA 5,KC STA 44,STA 12,STA 6"
AC0528A,"STA 31,STA 32,STA 51,STA 41,STA 53,KC STA 66,STA 54,STA 42,STA 43,STA 75,STA 74,STA 71,STA 82,STA 73,STA 85,KC STA 31,STA 83,KC STA 42,STA 2,STA 1,STA 72,STA 13,XXSTA 3,KC STA 45,STA 77,STA 55,STA 68,STA 81"
